years_after_graduation,section_name,group_name,sic_detailed,sex,number_of_graduates,earnings_median
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of watches and jewellery in specialised stores,Retail sale of watches and jewellery in specialised stores,Female,200,16800.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of watches and jewellery in specialised stores,Retail sale of watches and jewellery in specialised stores,Male,50,17900.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale in commercial art galleries,Retail sale in commercial art galleries,Female,55,17300.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale in commercial art galleries,Retail sale in commercial art galleries,Male,15,16400.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale by opticians,Retail sale by opticians,Female,495,18200.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale by opticians,Retail sale by opticians,Male,250,18600.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Female,175,15700.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Male,90,18600.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of other second-hand goods in stores (not incl. antiques),Retail sale of other second-hand goods in stores (not incl. antiques),Female,100,15300.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of other second-hand goods in stores (not incl. antiques),Retail sale of other second-hand goods in stores (not incl. antiques),Male,60,14200.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale via mail order houses or via Internet,Retail sale via mail order houses or via Internet,Female,1050,21200.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale via mail order houses or via Internet,Retail sale via mail order houses or via Internet,Male,675,21900.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Other retail sale not in stores, stalls or markets","Other retail sale not in stores, stalls or markets",Female,50,17500.0
1,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Other retail sale not in stores, stalls or markets","Other retail sale not in stores, stalls or markets",Male,40,18600.0
3,Accommodation and food service activities,Hotels and similar accommodation,Hotels and similar accommodation,Female,550,20800.0
3,Accommodation and food service activities,Hotels and similar accommodation,Hotels and similar accommodation,Male,405,20100.0
3,Accommodation and food service activities,Holiday centres and villages,Holiday centres and villages,Female,50,17200.0
3,Accommodation and food service activities,Holiday centres and villages,Holiday centres and villages,Male,25,17200.0
3,Accommodation and food service activities,Other holiday and other collective accommodation,Other holiday and other collective accommodation,Female,30,21500.0
3,Accommodation and food service activities,Other holiday and other collective accommodation,Other holiday and other collective accommodation,Male,25,22300.0
3,Accommodation and food service activities,"Recreational vehicle parks, trailer parks and camping grounds","Recreational vehicle parks, trailer parks and camping grounds",Female,65,19700.0
3,Accommodation and food service activities,"Recreational vehicle parks, trailer parks and camping grounds","Recreational vehicle parks, trailer parks and camping grounds",Male,60,19300.0
3,Accommodation and food service activities,Other accommodation,Other accommodation,Female,50,22300.0
3,Accommodation and food service activities,Other accommodation,Other accommodation,Male,35,19000.0
3,Accommodation and food service activities,Licensed restaurants,Licensed restaurants,Female,875,19300.0
3,Accommodation and food service activities,Licensed restaurants,Licensed restaurants,Male,775,19700.0
3,Accommodation and food service activities,Unlicensed restaurants and cafes,Unlicensed restaurants and cafes,Female,625,17200.0
3,Accommodation and food service activities,Unlicensed restaurants and cafes,Unlicensed restaurants and cafes,Male,470,17500.0
3,Accommodation and food service activities,Take-away food shops and mobile food stands,Take-away food shops and mobile food stands,Female,180,14200.0
3,Accommodation and food service activities,Take-away food shops and mobile food stands,Take-away food shops and mobile food stands,Male,235,13900.0
3,Accommodation and food service activities,Event catering activities,Event catering activities,Female,170,20400.0
3,Accommodation and food service activities,Event catering activities,Event catering activities,Male,155,21900.0
3,Accommodation and food service activities,Other food services,Other food services,Female,125,21400.0
3,Accommodation and food service activities,Other food services,Other food services,Male,110,23200.0
